id;Код подразделения;type;Заданий без нарушений срока;более 30 дней средняя просрочка;более 30 дней число просрочек;до 30 дней средняя просрочка;до 30 дней число просрочек;до 7 дней средняя просрочка;до 7 дней число просрочек;Образование;Специальность;Табельный номер руководителя;Обучений количество;Будни FromUser Число звонков;Будни FromUser Время звонков;Будни ToUser Число звонков;Будни ToUser Время звонков;Выходные дни FromUser Число звонков;Выходные дни FromUser Время звонков;Выходные дни ToUser  Число звонков;Выходные дни ToUser Время звонков ;Будни Нет опоздания;Будни Нет опоздания Время опозданий;Будни Опоздание;Будни Опоздание Время опозданий;Выходные дни Нет опоздания;Выходные дни Нет опоздания Время опозданий;Выходные дни Опоздание;Выходные дни Опоздание Время опозданий;Будни Дни Всего;Будни Среднее время;Выходные дни Всего;Выходные дни Среднее время;Будни Компьютер всего;Будни Компьютер среднее;Выходные Компьютер всего;Выходные Компьютер среднее;Будни Монитор количество;Будни Монитор активность;Будни Монитор общее;Выходные Монитор количество;Выходные Монитор активность;Выходные Монитор общее
ОРГ1-01787;ОРГ1;2;47;123.333333333333;3;18.25;4;2;8;Высшее образование;История;ОРГ1-01682;1;2611;40.0375;2896;56.1650000000001;5;0.0358333333333333;9;0.101388888888889;114;1.69537222222222;12;51.0001622222222;0;0;2;20.8355305555556;22;8.42272727272727;0;0;125;18433.056;2;4501.5;1356;1424.28982300885;2516.29719764012;21;445.571428571429;14823
ОРГ1-00900;ОРГ1;0;4;118;1;10.5;2;3.66666666666667;3;Среднее профессиональное образование, Повышение квалификации, Повышение квалификации, Повышение квалификации, Повышение квалификации, Повышение квалификации;Производство строительных деталей и железобетонных конструкций, не указано, не указано, не указано, не указано, Сметное дело;ОРГ1-00092;6;135;5.64055555555556;133;6.9575;0;0;0;0;117;3.8095875;15;14.4661894444444;2;0.0423416666666667;0;0;14;7.98452380952381;0;0;131;24449.1450381679;2;25968;1522;1947.96254927727;2988.26806833114;20;2546.8;20346.5
ОРГ1-02598;ОРГ1;0;215;119.875;24;17.5555555555556;27;3.04347826086957;69;Высшее образование - бакалавриат, Высшее образование - специалитет, магистратура, Повышение квалификации;Энергетическое машиностроение, Энергетическое машиностроение, не указано;ОРГ1-00457;3;240;4.48222222222222;153;4.91138888888889;0;0;0;0;113;0.0608186111111111;10;73.9907297222222;0;0;4;29.9683388888889;32;8.371875;0;0;122;21915.1967213115;4;300.25;1617;1243.34384662956;1858.68831168831;8;10.625;10.75
ОРГ1-01413;ОРГ1;2;21;177;1;13;1;0;0;Высшее образование;Промышленное и гражданское строительство;не указано;1;4093;121.259166666667;1296;53.6597222222222;311;6.49;83;2.12777777777778;80;3.17556722222222;36;20.6063197222222;25;1.00964222222222;8;6.90797888888889;null;null;null;null;116;6230.3275862069;33;3665.12121212121;828;676.053140096618;1275.7077294686;184;504.048913043478;1032.46739130435
ОРГ1-00961;ОРГ1;2;null;null;null;null;null;null;null;Высшее образование;Химическая технология органических веществ и топлива/Химическая технология природных энергоносителей;не указано;1;2;0.0905555555555556;24;0.445833333333333;0;0;0;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
ОРГ1-02831;ОРГ1;2;53;113.5;2;21.5;2;4;1;Высшее образование - бакалавриат;Экономика;не указано;1;821;17.36;735;13.8505555555556;4;0.0169444444444444;0;0;86;3.33622277777778;14;11.6100961111111;0;0;0;0;null;null;null;null;99;21908.505050505;0;0;1008;1724.65376984127;2491.86011904762;0;0;0
ОРГ1-01017;ОРГ1;3;63;141.222222222222;9;14.2727272727273;11;3.54545454545455;11;Высшее образование;Городское строительство и хозяйство;ОРГ1-00566;1;3190;185.5675;3141;89.8994444444444;0;0;0;0;133;0.236205833333333;18;110.125637222222;0;0;11;77.9368972222222;27;8.57777777777778;0;0;150;24111.08;11;6412.09090909091;1774;1796.53325817362;2207.68602029312;51;1285.3137254902;4977.66666666667
ОРГ2-05972;ОРГ2;0;null;null;null;null;null;null;null;Среднее профессиональное образование;Юриспруденция;ОРГ2-02458;1;null;null;null;null;null;null;null;null;103;1.14634722222222;24;16.9113116666667;0;0;0;0;null;null;null;null;126;21602.246031746;0;0;988;2452.63461538462;8823.57793522267;14;4.21428571428571;73222.0714285714
ОРГ1-02177;ОРГ1;2;32;271;1;15;2;5;5;Высшее образование;Реновация средств и объектов материального производства в машиностроении;ОРГ1-00915;1;208;8.78444444444444;454;16.2936111111111;0;0;0;0;93;0.268223333333333;4;10.9278444444444;0;0;0;0;23;9.06304347826087;0;0;96;25310.3541666667;0;0;1040;2024;3630.96730769231;17;115.588235294118;57039.0588235294
ОРГ1-01142;ОРГ1;1;53;87.4838709677419;31;15.1875;16;5;11;Высшее образование;Водоснабжение и водоотведение;не указано;1;3573;147.631111111111;2464;116.915833333333;272;6.49861111111111;151;5.65777777777778;105;0.686902222222222;49;314.76618;9;0.169041666666667;12;67.1605791666666;10;8.60833333333333;0;0;153;16966.6078431373;21;9087.57142857143;1328;1772.65813253012;8761.3328313253;198;841.464646464646;26649.9797979798
ОРГ2-03158;ОРГ2;2;7;91.6666666666667;3;27;2;7;3;Среднее профессиональное образование;Экономика и бухгалтерский учет (по отраслям);не указано;1;0;0;0;0;0;0;0;0;123;0.213359166666667;164;817.375687777778;19;0.152275833333333;20;102.404579166667;null;null;null;null;283;10381.7915194346;39;6824.15384615385;1669;1426.58298382265;2831.41402037148;214;1005.69626168224;2478.98130841121
ОРГ2-00445;ОРГ2;1;0;158.166666666667;6;0;0;0;0;Среднее профессиональное образование;Мастер общестроительных работ;ОРГ2-09100;1;null;null;null;null;null;null;null;null;6;0;6;28.8359236111111;0;0;1;5.05330833333333;null;null;null;null;10;5733.2;1;301;83;1134.75903614458;2517.44578313253;0;0;0
ОРГ1-01460;ОРГ1;2;421;146.034482758621;58;15.1034482758621;29;3.30769230769231;39;Высшее образование;Машины и аппараты химических производств;не указано;1;1094;37.6111111111111;1098;63.91;6;0.0902777777777778;2;0.0669444444444444;84;0.400763055555556;69;154.669709722222;0;0;13;57.4307352777778;null;null;null;null;152;11289.5592105263;13;8383.30769230769;1210;1180.73140495868;4023.27355371901;82;1149.17073170732;11007.6951219512
ОРГ1-01975;ОРГ1;2;2;0;0;0;0;0;0;Высшее образование;Проектирование, сооружение и эксплуатация г/н проводов и г/н хранилищ;не указано;1;170;5.79027777777778;197;5.69277777777778;0;0;3;0.00416666666666667;105;1.11397555555556;8;2.37816388888889;0;0;4;18.6495119444444;null;null;null;null;113;20259.3628318584;4;16508;1170;1652.57777777778;2829.54957264957;35;1539.51428571429;2409.62857142857
ОРГ1-01727;ОРГ1;1;254;0;0;17.75;4;3.625;8;Высшее образование - специалитет, магистратура, Повышение квалификации, Повышение квалификации, Повышение квалификации;Управление качеством, ISO 9001:2015. Как подготовиться к аудиту СМК и что ожидать от аудиторов: превентивные меры,, не указано, не указано;ОРГ1-03138;4;1007;43.1413888888889;1088;47.7324999999999;9;0.938888888888889;10;1.015;115;0.215245555555556;23;76.4307647222222;0;0;2;13.8676952777778;17;7.44705882352941;0;0;137;20121.8540145985;2;2102;1512;1570.2791005291;2086.91534391534;7;425.285714285714;429.571428571429
ОРГ2-05851;ОРГ2;2;null;null;null;null;null;null;null;Высшее образование;Автоматизация технологических процессов и производств;не указано;1;null;null;null;null;null;null;null;null;0;0;1;1.73259722222222;0;0;0;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
ОРГ1-02821;ОРГ1;2;0;245;2;0;0;0;0;Высшее образование;Маркшейдерское дело;ОРГ1-01285;1;null;null;null;null;null;null;null;null;49;2.71654972222222;62;49.9486747222222;0;0;1;0.2053825;null;null;null;null;110;12732.6545454545;1;16204;890;1268.22471910112;2102.92247191011;8;1771.25;2760.625
ОРГ2-00534;ОРГ2;2;559;0;0;0;0;2.35714285714286;28;Высшее образование - бакалавриат;Обеспечение экологической безопасности руководителями и спец. общехоз-х систем управления;ОРГ2-09100;1;null;null;null;null;null;null;null;null;91;0;13;33.4317975;1;0;1;1.2868325;null;null;null;null;102;15465.7647058824;2;13354;736;1944.63586956522;2472.28125;12;2063.83333333333;2263.58333333333
ОРГ1-00753;ОРГ1;0;53;145;5;13.5;2;3.5;10;Высшее образование;Водоснабжение и водоотведение;ОРГ1-02700;1;182;3.49055555555556;173;6.38472222222222;0;0;2;0.00666666666666666;126;0.474252777777778;8;29.5006197222222;2;0;6;56.1762630555556;29;9.59885057471264;0;0;133;26900.1729323308;8;5439.5;1796;1773.83017817372;3397.69376391982;63;584.746031746032;16391.7936507937
ОРГ1-01670;ОРГ1;0;63;181.75;4;15.1428571428571;7;3.25;8;Высшее образование;Оборудование нефтегазопереработки;ОРГ1-00626;1;417;8.53861111111111;452;6.23666666666667;33;0.420833333333333;48;0.266944444444444;26;0.337216666666667;99;206.517530277778;2;0;27;170.872529444444;null;null;null;null;124;11981.7177419355;29;5899.44827586207;1082;1307.92329020333;4727.57855822551;224;704.017857142857;7440.75446428572
ОРГ1-01118;ОРГ1;0;18;102.8;5;0;0;0;0;Среднее профессиональное образование, Высшее образование;Химическая технология органических веществ, Метрология и метрологическое обеспечение;ОРГ1-01274;2;43;2.28722222222222;105;3.59083333333333;0;0;0;0;107;0.319731666666667;5;22.6617991666667;0;0;1;13.6908519444444;null;null;null;null;111;27021.0720720721;1;300;1166;2127.82332761578;5777.97941680961;31;0.806451612903226;77503.5483870968
ОРГ1-00939;ОРГ1;0;26;42;1;16.3333333333333;3;3.71428571428571;7;Среднее профессиональное образование, Высшее образование;Электрификация и автоматизация сельского хозяйства, Электрофикация и автоматизация сельского хозяйства;ОРГ1-00783;2;771;29.8083333333333;354;17.8230555555556;0;0;2;0.0522222222222222;110;0.8973225;17;56.7052563888889;23;0.300825;6;25.8608730555556;17;8.42254901960784;0;0;126;16201.1349206349;29;10172.5172413793;1355;1257.66937269373;7154.82656826568;293;828.740614334471;14754.5802047782
ОРГ2-07402;ОРГ2;2;null;null;null;null;null;null;null;Высшее образование;Социально-культурная деятельность (по видам);ОРГ2-09100;1;null;null;null;null;null;null;null;null;38;0.129288888888889;65;97.7632377777778;0;0;0;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
ОРГ2-04804;ОРГ2;2;null;null;null;null;null;null;null;Среднее профессиональное образование;Финансы;ОРГ2-09100;1;null;null;null;null;null;null;null;null;9;0;7;14.5543308333333;0;0;0;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
ОРГ1-02101;ОРГ1;2;null;null;null;null;null;null;null;null;null;null;null;11;0.143611111111111;0;0;3;1.79333333333333;0;0;null;null;null;null;null;null;null;null;null;null;null;null;133;9830.84962406015;27;5613.44444444444;947;1176.08764519535;2651.42661034847;173;739.127167630058;2946.09826589595
ОРГ1-02249;ОРГ1;2;7;414;7;0;0;0;0;Высшее образование;Автоматизация технологических процессов и производств (в нефтепереработке и нефтехимии);не указано;1;1;0.0586111111111111;4;0.297222222222222;0;0;0;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
ОРГ1-00616;ОРГ1;0;128;139.764705882353;17;15.375;8;3.2;10;Высшее образование, Повышение квалификации;Авиационное приборостроение, Сметное дело;ОРГ1-00092;2;1774;66.0288888888889;1009;55.2144444444444;0;0;0;0;90;0.904575555555555;9;30.1957377777778;1;0.131503611111111;2;3.76444;23;8.16304347826087;0;0;98;24096.0918367347;3;15505.6666666667;1364;1551.78592375367;5582.39442815249;70;594.742857142857;41940.2142857143
ОРГ1-00244;ОРГ1;2;44;69;1;15;7;4.23076923076923;13;Высшее образование;Документоведение и  документационное обеспечение управления;ОРГ1-00667;1;103;2.08638888888889;94;2.98861111111111;0;0;0;0;74;1.84079111111111;28;70.4795847222222;0;0;0;0;16;8.55520833333334;0;0;101;10429.9801980198;0;0;767;1057.36766623207;1999.42242503259;0;0;0
ОРГ1-02106;ОРГ1;2;27;93.2285714285714;35;18;22;3.88235294117647;34;Высшее образование;Менеджмент организации;не указано;1;3458;146.737222222222;3333;97.5897222222222;581;8.50527777777778;453;12.6738888888889;73;1.54045;46;105.131991388889;17;0.192539722222222;8;11.2794436111111;null;null;null;null;119;11363.4453781513;25;7129.96;1119;1102.14387846291;8390.46738159071;224;782.785714285714;16798.2633928571
ОРГ1-01706;ОРГ1;2;114;31;1;0;0;3.25;8;Высшее образование;Математические методы в экономике;не указано;1;929;27.4463888888889;585;15.6308333333333;16;0.314166666666667;16;0.36;97;1.68436277777778;21;65.53198;3;0;0;0;6;8.23333333333333;0;0;117;17169.4017094017;3;7705.66666666667;1127;1537.62200532387;2891.61401952085;22;1021.81818181818;28829.5
ОРГ1-02798;ОРГ1;2;71;165.666666666667;3;15;1;2.55555555555556;9;Высшее образование - бакалавриат;Юриспруденция;не указано;1;3810;69.7508333333333;4252;64.7005555555555;0;0;2;0.00305555555555556;123;0.997759444444444;12;27.1132538888889;0;0;1;10.6008452777778;32;8.91458333333333;0;0;134;24667.2686567164;1;5402;1773;1560.29159616469;2233.99153976311;9;488.444444444444;506.333333333333
ОРГ2-00274;ОРГ2;1;3;180.8;10;11;1;0;0;Среднее профессиональное образование;Подготовка специалистов на право работы с отходами I-IV классов опасности;ОРГ2-09100;1;null;null;null;null;null;null;null;null;63;0.152096388888889;36;223.422175;9;0;6;22.2243622222222;null;null;null;null;97;9383.90721649484;15;6782.53333333333;623;1190.15890850722;3070.95024077047;77;981.597402597403;2982.51948051948
ОРГ2-02733;ОРГ2;0;1;0;0;0;0;0;0;Среднее профессиональное образование;Организация электронного документооборота на предприятии;ОРГ2-09100;1;null;null;null;null;null;null;null;null;252;0.290345277777778;55;306.029836388889;40;0;4;6.60962861111111;null;null;null;null;306;19865.0882352941;44;17365.2272727273;2522;1958.1161776368;3941.97660586836;349;1792.08595988539;4248.32091690544
ОРГ1-01110;ОРГ1;0;8;338.6;5;0;0;5;1;Высшее образование, Повышение квалификации, Повышение квалификации;Социология, Ценообразование и сметное дело в строительстве, Сметное дело;ОРГ1-00092;3;354;10.3797222222222;156;3.525;0;0;0;0;85;2.4964775;26;38.7279188888889;1;0;4;15.3032286111111;21;8.74126984126984;0;0;111;23423.3333333333;5;24431.8;1100;2224.60909090909;7954.89909090909;65;1781.64615384615;32831.3384615385
ОРГ1-01623;ОРГ1;0;34;75.75;4;8;2;2.66666666666667;3;Высшее образование;Промышленное и гражданское строительство;ОРГ1-00483;1;470;10.3613888888889;662;17.1866666666667;3;0.155277777777778;10;0.342222222222222;109;2.88567944444444;9;18.6927252777778;0;0;2;26.0051055555556;32;8.8984375;2;9.7;117;20891.4615384615;2;600;1338;1582.48804185351;2268.38714499253;6;144;144.5
ОРГ1-01380;ОРГ1;0;56;132.909090909091;11;12;3;2.625;16;Высшее образование;Разработка и эксплуатация нефтяных и газовых месторождений;ОРГ1-00866;1;1301;31.5066666666667;1175;33.0516666666667;0;0;0;0;113;1.75361638888889;4;18.60818;0;0;0;0;30;8.58666666666667;0;0;116;27438.0775862069;0;0;1310;1895.1534351145;2956.04351145038;12;249.5;53482.9166666667
ОРГ1-01382;ОРГ1;2;24;0;0;0;0;2.2;5;Неполное высшее образование, Среднее профессиональное образование;Менеджмент, Производство авиационных двигателей;не указано;2;1409;24.5130555555556;715;17.6086111111111;20;0.374444444444444;13;0.535555555555555;97;1.29142388888889;14;41.0250944444444;0;0;0;0;28;8.27023809523809;0;0;110;21193.1090909091;0;0;1206;1649.24461028192;3533.86815920398;13;0;86119.7692307692
ОРГ2-06062;ОРГ2;0;null;null;null;null;null;null;null;Высшее образование - специалитет, магистратура;Строительство;не указано;1;null;null;null;null;null;null;null;null;40;0.005125;60;495.234131944444;9;0.0678241666666667;8;62.4834816666666;null;null;null;null;99;1837.08080808081;17;1941.82352941176;364;419.986263736264;799.769230769231;55;478.109090909091;1069.05454545455
ОРГ2-06774;ОРГ2;2;null;null;null;null;null;null;null;Высшее образование;Национальная экономика;ОРГ2-05294;1;null;null;null;null;null;null;null;null;95;1.38225583333333;44;126.473365555556;0;0;3;8.81931583333333;null;null;null;null;null;null;null;null;null;null;null;null;null;null
ОРГ1-02605;ОРГ1;0;2;0;0;0;0;0;0;Высшее образование;Землеустройство;ОРГ1-02013;1;722;23.1347222222222;312;6.59944444444445;0;0;0;0;109;0.138611111111111;17;41.8976766666667;0;0;1;13.1132491666667;31;8.21290322580645;0;0;125;14565.664;1;300;1693;925.23213230951;5601.75132900177;47;9.82978723404255;75139.8510638298
ОРГ1-01955;ОРГ1;3;240;414.545454545455;66;15.6153846153846;13;4.5;14;Высшее образование;Юриспруденция;не указано;1;1125;46.3294444444444;1489;96.1333333333333;0;0;0;0;112;2.59826583333333;35;109.413329166667;1;0;2;25.9703816666667;27;8.66604938271605;0;0;146;25574.8493150685;3;5502.33333333333;1722;1986.81416957027;6152.76771196283;77;206.558441558442;62631.3766233766
ОРГ1-02133;ОРГ1;2;129;37;2;14;1;3.55555555555556;9;Высшее образование - бакалавриат, Повышение квалификации, Высшее образование - специалитет, магистратура;Юриспруденция, Управление государственными и муниципальными закупками, Юриспруденция;не указано;3;1250;35.0688888888889;529;16.845;0;0;0;0;10;0.429701944444444;106;72.1046419444444;0;0;1;13.5688619444444;23;8.08840579710145;0;0;115;15351.8869565217;1;300;1298;1192.2842835131;2531.98613251156;20;128.25;50994.45
ОРГ1-01504;ОРГ1;2;57;0;0;12;3;5.2;5;null;null;null;null;1912;36.9502777777778;1162;33.5158333333333;55;0.906111111111111;29;0.991388888888889;119;0.390188055555556;4;7.7422925;14;0;0;0;null;null;null;null;122;16396.5081967213;14;14449.3571428571;1178;1377.83616298812;2943.88285229202;128;1338.6328125;4255.046875
ОРГ2-04903;ОРГ2;2;6;256.25;8;0;0;0;0;Высшее образование;Авиационная и ракетно-космическая техника;не указано;1;null;null;null;null;null;null;null;null;90;1.22039083333333;98;245.292235555556;4;0;3;12.0443222222222;null;null;null;null;188;5821.32446808511;7;7889.57142857143;1314;684.57305936073;1068.75114155251;47;1011.17021276596;1557.89361702128
ОРГ2-04850;ОРГ2;2;null;null;null;null;null;null;null;Высшее образование;Информационно-измерительная техника и технология;ОРГ2-00166;1;null;null;null;null;null;null;null;null;90;0.727740555555555;16;43.9947277777778;2;0;2;6.73014083333333;null;null;null;null;null;null;null;null;null;null;null;null;null;null
ОРГ1-00167;ОРГ1;2;92;76;1;17;1;3.83333333333333;6;Высшее образование, Повышение квалификации;Химическая технология органических веществ, Проектирование и расчеты на прочность теплообменных аппаратов;ОРГ1-00057;2;333;9.9375;152;14.335;0;0;0;0;112;0.0453686111111111;3;7.21871111111111;0;0;1;13.4759416666667;32;9.82239583333333;5;7.10333333333333;114;26891.8245614035;1;300;1868;1444.073875803;4554.9630620985;35;2.91428571428571;83320.5714285714
ОРГ2-01364;ОРГ2;1;null;null;null;null;null;null;null;Среднее профессиональное образование;Технология машиностроения;ОРГ2-09100;1;null;null;null;null;null;null;null;null;43;0.269165;57;238.201096388889;8;0.131638055555556;11;29.2318911111111;null;null;null;null;98;1608.10204081633;19;2891;411;358.428223844282;4908.29197080292;81;500.851851851852;6238.74074074074
ОРГ2-06943;ОРГ2;1;null;null;null;null;null;null;null;Высшее образование - бакалавриат;Строительство;ОРГ2-09100;1;null;null;null;null;null;null;null;null;66;2.06439388888889;38;36.1958269444444;0;0;0;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
ОРГ1-01197;ОРГ1;0;686;87.8674698795181;83;16.0810810810811;74;3.48936170212766;47;Высшее образование, Высшее образование;Финансы и кредит, Юриспруденция;не указано;2;945;18.81;2085;56.27;0;0;0;0;120;0;5;9.53331305555555;0;0;0;0;22;8.94545454545455;0;0;124;27606.5080645161;0;0;1666;1805.11524609844;6315.74789915966;58;175.465517241379;74074.6896551724
ОРГ1-01359;ОРГ1;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;138;9090.90579710145;0;0;1491;673.210596914822;5090.76659959759;25;0;75705.24
ОРГ1-01809;ОРГ1;1;11;33;1;12.25;4;0;0;Высшее образование - бакалавриат;Строительство;не указано;1;737;12.9661111111111;875;16.0686111111111;0;0;0;0;131;3.99664777777778;128;249.315137777778;0;0;0;0;29;7.7867816091954;0;0;259;13428.7722007722;0;0;1551;1636.49258542876;7397.6170212766;56;0;82411.0714285714
ОРГ1-01387;ОРГ1;0;3010;194.37037037037;27;19.84;25;3.33333333333333;30;Начальное профессиональное образование, Высшее образование, Высшее образование;Экономика, бухгалтерский учет и контроль (по отраслям), Финансы и кредит, Юриспруденция;ОРГ1-00677;3;82;1.56444444444445;88;2.76416666666667;0;0;0;0;103;5.16575861111111;32;20.1478563888889;1;0;2;18.7421833333333;null;null;null;null;134;27349.2388059701;3;2200;1862;1458.04994629431;2082.15306122449;18;202.388888888889;297.611111111111
ОРГ1-01614;ОРГ1;2;152;601.786206896552;145;0;0;0;0;Высшее образование;Машины и технология обработки металлов давлением;не указано;1;578;23.0683333333333;160;5.12777777777778;0;0;0;0;40;1.01282527777778;107;109.285668888889;3;0;13;63.0272016666667;null;null;null;null;146;20921.6917808219;16;3433.3125;1969;1335.54850177755;2111.18232605383;102;375.666666666667;877.362745098039
ОРГ1-02764;ОРГ1;0;90;49;2;29;1;0;0;Высшее образование;Пожарная безопасность;ОРГ1-02181;1;652;15.3552777777778;463;9.95166666666667;0;0;0;0;114;1.08641166666667;13;31.5316816666667;1;0;6;49.2508072222222;null;null;null;null;127;22334.5826771654;7;643.142857142857;1404;1695.99287749288;2518.51424501424;20;111.85;8820.8
ОРГ2-05155;ОРГ2;0;null;null;null;null;null;null;null;Высшее образование;Строительство;не указано;1;null;null;null;null;null;null;null;null;112;0.328064722222222;34;104.427138333333;12;0;8;39.7413325;null;null;null;null;144;16432.2847222222;20;10266.8;974;1995.79466119097;9925.35934291581;104;1655.32692307692;15126.7211538462
ОРГ2-04424;ОРГ2;2;1;103;2;26;1;2;1;Среднее профессиональное образование;Информационные системы (по отраслям);ОРГ2-09100;1;null;null;null;null;null;null;null;null;128;0;43;74.7632491666667;20;0.05385;6;9.93148333333333;null;null;null;null;168;8544.94047619048;26;4235.69230769231;1063;952.653809971778;5703.25964252117;137;539.277372262774;5255.31386861314
ОРГ2-02857;ОРГ2;1;1;43.6666666666667;3;21.6666666666667;9;0;0;Высшее образование - специалитет, магистратура;Машины и механизмы лесной и деревообрабатывающей промышленности;ОРГ2-09100;1;null;null;null;null;null;null;null;null;98;0.527744444444444;16;47.5957947222222;14;0.266415;4;16.1568594444444;null;null;null;null;113;10885.8407079646;18;10790.2222222222;836;1089.10167464115;1331.06339712919;132;1123.05303030303;1326.36363636364
ОРГ1-02653;ОРГ1;2;1;0;0;0;0;0;0;Высшее образование;Промышленное и гражданское строительство;не указано;1;null;null;null;null;null;null;null;null;17;0.686634166666666;102;78.7883163888889;1;0;13;97.7652611111111;27;9.26234567901234;0;0;119;26252.025210084;13;3209.53846153846;1952;1206.45133196721;1581.89600409836;83;370.096385542169;844.048192771084
ОРГ1-02842;ОРГ1;0;218;0;0;0;0;1;1;Высшее образование, Высшее образование - специалитет, магистратура;экономическая теория, БИЗНЕС-ИНФОРМАТИКА;ОРГ1-01138;2;381;7.42916666666667;262;8.41194444444444;0;0;0;0;93;2.80282722222222;117;428.810421666667;2;0;20;156.442807222222;null;null;null;null;208;13082.2884615385;22;3956;1388;1527.3242074928;2045.57925072046;104;735.432692307692;1332.99038461538
ОРГ2-00060;ОРГ2;0;849;158.157894736842;19;15.3738317757009;107;2.67721518987342;316;Высшее образование - бакалавриат;Технология и предпринимательство;не указано;1;null;null;null;null;null;null;null;null;139;0.356620555555556;91;389.069871666667;0;0;2;12.2841063888889;null;null;null;null;229;5555.48034934498;2;300;1469;683.070115724983;1121.51395507148;7;19;16482.7142857143
ОРГ1-02557;ОРГ1;2;1;219.777777777778;18;0;0;0;0;Высшее образование - специалитет, магистратура;Землеустройство и кадастры;не указано;1;628;14.5141666666667;391;12.0125;0;0;0;0;123;0.0664991666666667;3;3.37017055555556;1;0;0;0;null;null;null;null;125;13282.192;1;4502;1113;910.319856244385;3184.29200359389;14;258.071428571429;43501.7142857143
ОРГ2-02345;ОРГ2;1;null;null;null;null;null;null;null;Среднее профессиональное образование;Прикладная геодезия;ОРГ2-09100;1;null;null;null;null;null;null;null;null;129;1.13891805555556;28;70.7236111111111;8;0;6;15.0383377777778;null;null;null;null;156;16030.9230769231;14;7073.21428571428;1248;1787.09375;8802.91185897436;82;1165.09756097561;18179.3780487805
ОРГ1-02833;ОРГ1;2;2;0;0;8;1;2.5;2;Высшее образование;Государственное и муниципальное управление;ОРГ1-01773;1;906;22.9438888888889;288;7.4575;0;0;0;0;143;0.667106666666667;8;16.0785466666667;0;0;2;10.8578555555556;null;null;null;null;150;21927.1333333333;2;750;1304;2112.63726993865;3244.55214723926;7;184.428571428571;1683.28571428571
ОРГ1-02932;ОРГ1;2;29;32;1;22;1;0;0;null;null;null;null;1279;72.4388888888889;993;51.7763888888889;37;1.65527777777778;31;0.171388888888889;57;1.27588638888889;15;13.7702175;0;0;0;0;null;null;null;null;71;20576.676056338;0;0;950;1423.45052631579;4344.27263157895;32;318.03125;24175.90625
ОРГ1-02116;ОРГ1;2;640;0;0;0;0;3.33333333333333;18;Высшее образование;Проектирование, сооружение и эксплуатация г/н проводов и г/н хранилищ;ОРГ1-02116;1;2436;70.2736111111111;2079;134.869722222222;7;0.140555555555556;7;0.356666666666667;117;0.104550833333333;19;30.1188630555556;0;0;1;13.1076519444444;32;10.1552083333333;0;0;135;22674.1037037037;1;1200;1656;1453.44384057971;1961.44444444444;6;92.1666666666667;102.5
ОРГ1-01058;ОРГ1;0;13;241;1;14;4;4.6;5;Среднее профессиональное образование, Высшее образование - бакалавриат, Высшее образование;Строительство и эксплуатация зданий и сооружений, Строительство, Строительство;не указано;3;1075;25.4661111111111;651;14.6738888888889;8;0.2275;4;0.00277777777777778;120;0.292257777777778;14;41.1285288888889;2;0;3;11.0750138888889;29;8.2764367816092;0;0;133;16093.7819548872;5;7322;1424;1371.89185393258;6623.87710674157;80;378.1;45899.7875
ОРГ1-01805;ОРГ1;2;309;68.265306122449;49;15.7573964497041;169;3.69827586206897;116;Высшее образование - специалитет, магистратура, Высшее образование - специалитет, магистратура, Повышение квалификации;Магистр химии, Техносферная безопасность, не указано;не указано;3;839;17.4041666666667;948;19.3561111111111;6;0.00861111111111111;9;0.0316666666666667;104;1.32754527777778;75;201.967900277778;7;0.103898333333333;18;77.2251330555555;27;8.15987654320988;0;0;178;13252.202247191;25;3853.48;1779;1067.92523889826;1678.71557054525;157;436.974522292994;935.057324840764
ОРГ1-02719;ОРГ1;0;150;58.6666666666667;6;14.3333333333333;3;3.4;10;null;null;null;null;2028;66.1047222222222;1160;42.8377777777778;3;0.0263888888888889;2;0.04;126;0.123198055555556;17;87.1752888888889;1;0;4;22.2584694444444;19;6.96228070175439;0;0;142;24165.5422535211;5;3541.8;1930;1531.88393782383;1853.27668393782;26;562.346153846154;761.538461538462
ОРГ1-00846;ОРГ1;1;2;403.4;5;0;0;0;0;Среднее профессиональное образование, Высшее образование;Коммерция (по отраслям), Маркетинг;ОРГ1-00672;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
ОРГ1-00296;ОРГ1;2;1351;70.2857142857143;7;15.4166666666667;12;3.2093023255814;43;Высшее образование;Авиационные приборы и измерительно вычислительные комплексы;ОРГ1-01974;1;4407;146.468888888889;2492;104.970833333333;15;0.536388888888889;5;0.156388888888889;124;0.199573888888889;1;2.36225083333333;0;0;1;9.35944166666667;31;9.77150537634408;0;0;124;31496.1290322581;1;1500;1655;1993.47794561934;2210.59879154079;2;347;1114
